Row,SectorANZSIC,Sector,SectorGroup,Fuel,FuelGroup,Technology,TechnologyGroup,EndUse,EndUseGroup,Transport,Period,PeriodEndDate,TJ
49,C14,Wood Product Manufacturing,Industrial,LPG,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,1.445581
50,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Wholesale and Retail Trade - Non Food,Commercial,Coal,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,103.908224
51,F36,Wholesale Trade - Food,Commercial,Coal,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,0.757844
52,G41,Retail Trade - Food,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,3.913325
53,G41,Retail Trade - Food,Commercial,Coal,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,4.655202
54,H,Accommodation and Food Services,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,0.466078
55,H,Accommodation and Food Services,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,1.19119
56,H,Accommodation and Food Services,Commercial,Coal,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,0.160528
57,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,0.100466
58,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,6.268486
59,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,0.031627
60,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,1.353403
61,O753,Local Government Administration,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,11.469489
62,O76,Defence,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,8.100552
63,O76,Defence,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,19.259806
64,"R, S","Arts, Recreational and Other Services",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,0.211902
65,"R, S","Arts, Recreational and Other Services",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,5.598577
66,"R, S","Arts, Recreational and Other Services",Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,45.986471
67,"R, S","Arts, Recreational and Other Services",Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,801.768924
68,"R, S","Arts, Recreational and Other Services",Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,243.173388
69,Z001,Residential,Residential,Natural Gas,Fossil Fuels,Gas Water Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,2763.248874
70,Z001,Residential,Residential,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,3766.061601
71,Z001,Residential,Residential,Natural Gas,Fossil Fuels,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  ",Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2022,31/12/2022,260.281319
72,"A0111, A0114, A0122",Indoor Cropping,"Agriculture, Forestry and Fishing",Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,12.235038
73,"A0111, A0114, A0122",Indoor Cropping,"Agriculture, Forestry and Fishing",Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,12.846791
74,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,332.52436
75,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Electricity,Electricity,"Pump Systems (for Fluids, etc.)",Stationary Motors,Pumping,Stationary Motive Power,Non-Transport,2022,31/12/2022,798.164414
76,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,330.349446
77,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,192.123557
78,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,322.149325
79,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,1165.721896
80,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2022,31/12/2022,1083.897947
81,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,1162.533883
82,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,"Pump Systems (for Fluids, etc.)",Stationary Motors,Pumping,Stationary Motive Power,Non-Transport,2022,31/12/2022,1323.524496
83,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Irrigation,Electronics and Lights,Irrigation,Electronics and Lighting,Non-Transport,2022,31/12/2022,1531.803109
84,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,51.006738
85,B,Mining,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,1410.871984
86,B,Mining,Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,28.110111
87,B,Mining,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,115.858041
88,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,Electricity,Electricity,Air Compressors,Electronics and Lights,Compressed Air,Electronics and Lighting,Non-Transport,2022,31/12/2022,85.188256
89,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,122.363745
90,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,Electricity,Electricity,Industrial Ovens,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2022,31/12/2022,97.628704
91,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,Electricity,Electricity,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,81.478492
92,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,202.852413
93,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,125.026969
94,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,1088.433914
95,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,Electricity,Electricity,"Pump Systems (for Fluids, etc.)",Stationary Motors,Pumping,Stationary Motive Power,Non-Transport,2022,31/12/2022,311.552634
96,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2022,31/12/2022,893.189226
97,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,1696.548485
98,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,28.633288
99,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,2.680367
100,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,1.933014
101,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,190.564658
102,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,11.335341
103,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2022,31/12/2022,677.8061
104,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,80.136396
105,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,640.907064
106,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,269.549694
107,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,383.639515
108,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,109.802905
109,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,16.151993
110,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2022,31/12/2022,125.124269
111,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,118.81241
112,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,145.487762
113,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,332.006143
114,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,199.233881
115,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,55.2379
116,O753,Local Government Administration,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,218.523173
117,O753,Local Government Administration,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,17.708019
118,O753,Local Government Administration,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2022,31/12/2022,52.580506
119,O753,Local Government Administration,Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,76.750333
120,O753,Local Government Administration,Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,57.780776
121,O753,Local Government Administration,Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,861.480732
122,O753,Local Government Administration,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,89.477424
123,O753,Local Government Administration,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,8.899804
124,O76,Defence,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,93.78249
125,O76,Defence,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2022,31/12/2022,51.148366
126,O76,Defence,Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,14.962836
127,O76,Defence,Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,14.962836
128,O76,Defence,Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,75.490501
129,O76,Defence,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,87.418032
130,O76,Defence,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,198.559845
131,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,872.006032
132,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,6.630992
133,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,412.38459
134,A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,3.921087
135,A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,0.680927
136,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,387.997933
137,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Fuel Oil,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,150.708692
138,C113,Dairy Product Manufacturing,Industrial,Geothermal,Renewables,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,117.93944
139,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Coal,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,2070.632764
140,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,2.024241
141,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,125.831391
142,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,20.23116
143,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,60.587252
144,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,409.412613
145,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,146.249599
146,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,28.964266
147,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,0.072127
148,C22-C24,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,509.117166
149,J,Information Media and Telecommunications,Commercial,Natural Gas,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,25.020696
150,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,9.879274
151,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,164.990549
152,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,130.877835
153,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,29.488927
154,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,143.944834
155,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,38.881094
156,Z001,Residential,Residential,Diesel,Fossil Fuels,Internal Combustion Engine (Recreational Marine)  ,Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,2683.57632
157,Z001,Residential,Residential,LPG,Fossil Fuels,Gas Water Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,2522.046166
158,Z001,Residential,Residential,LPG,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,1224.1537
159,Z001,Residential,Residential,LPG,Fossil Fuels,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  ",Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2022,31/12/2022,42.37437
160,C14,Wood Product Manufacturing,Industrial,Wood,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,18924.39294
161,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Wood,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,6872.258226
162,H,Accommodation and Food Services,Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,33.423557
163,A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Diesel,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,188.417593
164,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,1316.269636
165,A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2022,31/12/2022,135.013888
166,A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,6.753106
167,A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,6.753106
168,A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,20.253959
169,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,79.27076
170,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,29.27567
171,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,177.951917
172,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,5.994056
